,Date,Time,Open,High,Low,Close,Vol,<VOL2>,<SPREAD>,symbol,time,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2021.01.04,00:00:00,1.22395,1.22396,1.2228,1.22317,103,0,28,EURUSD,2021-01-04 00:00:00,0,0,0,1,1,2021,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,2021.01.04,00:15:00,1.22316,1.22389,1.22316,1.22372,146,0,15,EURUSD,2021-01-04 00:15:00,15,0,0,1,1,2021,4,6.85541310533703e-06,0.0,0.0,100.0,0.0,0.0,0.0
2,2021.01.04,00:30:00,1.22365,1.22398,1.22327,1.2234,182,0,0,EURUSD,2021-01-04 00:30:00,30,0,0,1,1,2021,4,6.422908454603445e-06,0.0,0.0,62.42661448141078,0.0,0.0,0.0
3,2021.01.04,00:45:00,1.22342,1.2236,1.22327,1.22341,90,0,0,EURUSD,2021-01-04 00:45:00,45,0,0,1,1,2021,4,5.278510222690063e-06,0.0,0.0,62.877525168349386,0.0,0.0,0.0
4,2021.01.04,01:00:00,1.22336,1.22424,1.22304,1.22395,924,0,0,EURUSD,2021-01-04 01:00:00,0,1,0,1,1,2021,4,1.054166048648457e-05,0.0,0.0,77.77615676926769,0.0,0.0,0.0
5,2021.01.04,01:15:00,1.22395,1.22406,1.22337,1.22399,472,0,1,EURUSD,2021-01-04 01:15:00,15,1,0,1,1,2021,4,1.750415995910644e-05,0.0,0.0,78.43923254761252,0.0,0.0,0.0
6,2021.01.04,01:30:00,1.22397,1.22482,1.22395,1.22472,576,0,1,EURUSD,2021-01-04 01:30:00,30,1,0,1,1,2021,4,3.260561797482054e-05,0.0,0.0,86.20806009041355,0.0,0.0,0.0
7,2021.01.04,01:45:00,1.22471,1.22528,1.22435,1.22501,1080,0,0,EURUSD,2021-01-04 01:45:00,45,1,0,1,1,2021,4,5.29316021369368e-05,0.0,0.0,87.98692814052968,0.0,0.0,0.0
8,2021.01.04,02:00:00,1.22501,1.22501,1.22429,1.22455,1282,0,0,EURUSD,2021-01-04 02:00:00,0,2,0,1,1,2021,4,6.849049503246672e-05,0.0,0.0,72.61793653648414,0.0,0.0,0.0
9,2021.01.04,02:15:00,1.22454,1.22475,1.22406,1.22455,898,0,0,EURUSD,2021-01-04 02:15:00,15,2,0,1,1,2021,4,8.019597920300167e-05,0.0,0.0,72.61793653648414,0.0,0.0,0.0
10,2021.01.04,02:30:00,1.22454,1.22457,1.22386,1.22411,628,0,0,EURUSD,2021-01-04 02:30:00,30,2,0,1,1,2021,4,8.363707783952722e-05,0.0,0.0,61.60324873442292,0.0,0.0,0.0
11,2021.01.04,02:45:00,1.22411,1.22443,1.22395,1.22407,726,0,0,EURUSD,2021-01-04 02:45:00,45,2,0,1,1,2021,4,8.161721580794526e-05,0.0,0.0,60.73686314914113,0.0,0.0,0.0
12,2021.01.04,03:00:00,1.22407,1.22503,1.22398,1.22477,804,0,0,EURUSD,2021-01-04 03:00:00,0,3,0,1,1,2021,4,8.4809596706806e-05,0.0,0.0,68.70481104803083,0.0,0.0,0.0
