,Date,Time,Open,High,Low,Close,Vol,<VOL2>,<SPREAD>,symbol,time,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2021.12.06,00:00:00,1.12995,1.1306,1.12968,1.13029,62,0,12,EURUSD,2021-12-06 00:00:00,0,0,0,49,12,2021,6,0.0002636864278916504,1.1325319960628741,1.1299550039371256,49.1736550696372,11.613892360939989,1.1304866666666666,1.1302358333333333
1,2021.12.06,00:15:00,1.13028,1.13068,1.13028,1.13067,108,0,37,EURUSD,2021-12-06 00:15:00,15,0,0,49,12,2021,6,0.0002269604052499641,1.132534924741904,1.1299440752580958,50.76808869583078,11.321082463259948,1.130532,1.1302716666666666
2,2021.12.06,00:30:00,1.13068,1.1308,1.13062,1.13078,114,0,22,EURUSD,2021-12-06 00:30:00,30,0,0,49,12,2021,6,0.00019533497528436162,1.132530598461838,1.129907401538162,51.226268449551924,10.992788643979448,1.1306373333333333,1.1303033333333332
3,2021.12.06,00:45:00,1.13078,1.13103,1.13051,1.1308,216,0,27,EURUSD,2021-12-06 00:45:00,45,0,0,49,12,2021,6,0.0001684382356887195,1.1325284569872331,1.1298805430127667,51.31149525352699,10.665366960353873,1.1307569999999998,1.1303293333333333
4,2021.12.06,01:00:00,1.13072,1.13104,1.13009,1.13014,733,0,7,EURUSD,2021-12-06 01:00:00,0,1,0,49,12,2021,6,0.00013500149980079728,1.1325676933435784,1.1297593066564215,48.422953240828924,10.430680726319926,1.1308353333333334,1.1303370000000001
5,2021.12.06,01:15:00,1.13015,1.13068,1.1301,1.13062,276,0,7,EURUSD,2021-12-06 01:15:00,15,1,0,49,12,2021,6,0.00010656885381658276,1.1325191983085585,1.129706801691441,50.51863923616565,10.203817366753777,1.1309256666666667,1.1303524999999999
6,2021.12.06,01:30:00,1.13061,1.13082,1.13048,1.13063,231,0,7,EURUSD,2021-12-06 01:30:00,30,1,0,49,12,2021,6,8.267981290893241e-05,1.132376279385024,1.1297007206149756,50.56193179458291,9.921597948253128,1.1309803333333333,1.1303783333333335
7,2021.12.06,01:45:00,1.13063,1.1307,1.13026,1.13036,255,0,7,EURUSD,2021-12-06 01:45:00,45,1,0,49,12,2021,6,5.8394782312417406e-05,1.1321292864811883,1.1297397135188116,49.35579439392211,9.746596727441702,1.1310040000000001,1.1303990000000002
8,2021.12.06,02:00:00,1.13035,1.13041,1.12999,1.13007,468,0,0,EURUSD,2021-12-06 02:00:00,0,2,0,49,12,2021,6,3.0374740335774006e-05,1.1318322511974888,1.1297977488025115,48.081388939991214,9.697185755825235,1.1310043333333333,1.1304103333333335
9,2021.12.06,02:15:00,1.13007,1.13039,1.12989,1.13002,341,0,0,EURUSD,2021-12-06 02:15:00,15,2,0,49,12,2021,6,6.155715114828098e-07,1.1315018271878288,1.1298991728121714,47.8609713514262,9.695193847755124,1.1309756666666668,1.1304288333333332
10,2021.12.06,02:30:00,1.12999,1.13003,1.12943,1.12954,421,0,0,EURUSD,2021-12-06 02:30:00,30,2,0,49,12,2021,6,-3.6333146194070344e-05,1.1313949998438773,1.1297860001561224,45.776911349314,9.897480496681977,1.13095,1.1304348333333332
