,Date,Time,Open,High,Low,Close,Vol,<VOL2>,<SPREAD>,symbol,time,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2021.02.01,00:00:00,1.21301,1.21318,1.21289,1.21293,110,0,20,EURUSD,2021-02-01 00:00:00,0,0,0,5,2,2021,1,-4.8140056530003e-05,1.2136574699240192,1.2128455300759806,49.51507758147,12.785460877541919,1.2135466666666668,1.2131056666666666
1,2021.02.01,00:15:00,1.21308,1.21313,1.21272,1.21273,127,0,12,EURUSD,2021-02-01 00:15:00,15,0,0,5,2,2021,1,-6.0493702438411784e-05,1.2136347289110543,1.2127782710889459,48.6786586156944,12.424921142643585,1.2134816666666666,1.2131496666666668
2,2021.02.01,00:30:00,1.21273,1.21299,1.21273,1.2128,137,0,10,EURUSD,2021-02-01 00:30:00,30,0,0,5,2,2021,1,-7.50012013689437e-05,1.2136483682751875,1.2127196317248126,48.9906392167621,12.076399398908531,1.21342,1.2131913333333335
3,2021.02.01,00:45:00,1.21279,1.21302,1.21266,1.21272,168,0,2,EURUSD,2021-02-01 00:45:00,45,0,0,5,2,2021,1,-9.120359694745596e-05,1.2136662203957542,1.2126507796042458,48.64105822505799,11.698892607296937,1.2133563333333335,1.2132293333333333
4,2021.02.01,01:00:00,1.21272,1.21313,1.2121,1.21229,1068,0,0,EURUSD,2021-02-01 01:00:00,0,1,0,5,2,2021,1,-0.00011427149197425585,1.213760197607446,1.2124908023925538,46.78478842462453,11.599305861725844,1.2133329999999998,1.2132583333333333
5,2021.02.01,01:15:00,1.21229,1.21271,1.21206,1.21262,458,0,0,EURUSD,2021-02-01 01:15:00,15,1,0,5,2,2021,1,-0.00013490788676337207,1.2137670410402117,1.2124239589597885,48.349664575278936,11.526368887474971,1.2132566666666666,1.2132911666666668
6,2021.02.01,01:30:00,1.21262,1.21284,1.21215,1.21237,544,0,0,EURUSD,2021-02-01 01:30:00,30,1,0,5,2,2021,1,-0.00015661959202019978,1.2137786203872734,1.2123133796127263,47.26050414626291,11.35810494602136,1.2132203333333333,1.213311
7,2021.02.01,01:45:00,1.21237,1.21257,1.21221,1.21227,473,0,0,EURUSD,2021-02-01 01:45:00,45,1,0,5,2,2021,1,-0.00017910559144384503,1.2138212300155822,1.2121997699844178,46.82403806327129,11.195449802616201,1.213162,1.2133203333333333
8,2021.02.01,02:00:00,1.21227,1.2124,1.21201,1.21218,475,0,0,EURUSD,2021-02-01 02:00:00,0,2,0,5,2,2021,1,-0.00020192582976820772,1.2138380363384813,1.2120749636615187,46.42485831110906,11.17952830303815,1.213086,1.213337
9,2021.02.01,02:15:00,1.21218,1.21281,1.21217,1.2128,504,0,0,EURUSD,2021-02-01 02:15:00,15,2,0,5,2,2021,1,-0.00021340732025546823,1.2138270425871953,1.2120609574128047,49.4933212869979,10.831036977656693,1.2130623333333335,1.213369
10,2021.02.01,02:30:00,1.2128,1.21281,1.21215,1.21232,440,0,0,EURUSD,2021-02-01 02:30:00,30,2,0,5,2,2021,1,-0.00022435174577027493,1.2138127215557006,1.2119842784442996,47.32262439046399,10.50941754521294,1.2130043333333334,1.2133878333333332
11,2021.02.01,02:45:00,1.21232,1.21298,1.21232,1.21297,311,0,0,EURUSD,2021-02-01 02:45:00,45,2,0,5,2,2021,1,-0.00022350411111399116,1.213807474945734,1.2119825250542662,50.37176064049542,10.252193835126542,1.2129823333333332,1.2134099999999999
12,2021.02.01,03:00:00,1.21297,1.21342,1.2127,1.21287,553,0,0,EURUSD,2021-02-01 03:00:00,0,3,0,5,2,2021,1,-0.0002163959065180067,1.2137344298218904,1.2119945701781096,49.911962461348686,10.314588676008574,1.2129696666666667,1.213426
13,2021.02.01,03:15:00,1.21287,1.21364,1.21281,1.2135,542,0,0,EURUSD,2021-02-01 03:15:00,15,3,0,5,2,2021,1,-0.00019519182970726334,1.21374041770114,1.21199158229886,52.72438829989151,10.513152744162586,1.2129786666666666,1.2134421666666668
14,2021.02.01,03:30:00,1.21352,1.21358,1.21274,1.2129,539,0,0,EURUSD,2021-02-01 03:30:00,30,3,0,5,2,2021,1,-0.00017539205392876173,1.2136965948384664,1.2119954051615338,49.960576529140184,10.646186828260419,1.212977,1.2134551666666666
15,2021.02.01,03:45:00,1.2129,1.21313,1.21257,1.21272,659,0,0,EURUSD,2021-02-01 03:45:00,45,3,0,5,2,2021,1,-0.00015998244469802667,1.2136078490774675,1.2120091509225324,49.160815020896194,10.63359529111136,1.2129603333333334,1.2134433333333334
16,2021.02.01,04:00:00,1.21271,1.21289,1.21256,1.21288,423,0,0,EURUSD,2021-02-01 04:00:00,0,4,0,5,2,2021,1,-0.00014521496508146007,1.2135775702060791,1.2120114297939208,49.89830514457998,10.613094498052,1.2129443333333332,1.2134363333333333
17,2021.02.01,04:15:00,1.21288,1.21296,1.21267,1.21275,294,0,0,EURUSD,2021-02-01 04:15:00,15,4,0,5,2,2021,1,-0.00013336719534531006,1.2134959852445328,1.2120300147554672,49.29723273052332,10.642332193439465,1.2129366666666666,1.2134228333333332
18,2021.02.01,04:30:00,1.21283,1.21291,1.21248,1.21276,280,0,0,EURUSD,2021-02-01 04:30:00,30,4,0,5,2,2021,1,-0.00012350700788991569,1.2134600841634113,1.2120309158365887,49.34578801134369,10.506188682134976,1.21292,1.2134096666666667
19,2021.02.01,04:45:00,1.21276,1.21277,1.21258,1.21271,313,0,0,EURUSD,2021-02-01 04:45:00,45,4,0,5,2,2021,1,-0.00011592570916570629,1.2133162610474946,1.2120927389525056,49.10256634505496,10.37458328787397,1.2129086666666666,1.21341
20,2021.02.01,05:00:00,1.21273,1.21276,1.21257,1.21261,355,0,0,EURUSD,2021-02-01 05:00:00,0,5,0,5,2,2021,1,-0.00011150142141029125,1.2132921128074665,1.2120848871925336,48.60688427843254,10.23825997589994,1.212888,1.2133881666666668
21,2021.02.01,05:15:00,1.21261,1.21294,1.2126,1.2129,370,0,0,EURUSD,2021-02-01 05:15:00,15,5,0,5,2,2021,1,-0.00010440690052296525,1.2133078182607395,1.2120861817392603,50.11754889096089,10.250692577509607,1.2128833333333333,1.2133636666666667
22,2021.02.01,05:30:00,1.21292,1.21318,1.21287,1.21315,480,0,0,EURUSD,2021-02-01 05:30:00,30,5,0,5,2,2021,1,-9.17840673134291e-05,1.2133569779334892,1.2120720220665107,51.39175109475325,10.442698461392455,1.2128723333333333,1.2133450000000001
23,2021.02.01,05:45:00,1.21314,1.21318,1.2129,1.21297,489,0,0,EURUSD,2021-02-01 05:45:00,45,5,0,5,2,2021,1,-7.902050523292875e-05,1.2133795770777376,1.2120744229222626,50.43223007657522,10.628304149145874,1.2128556666666668,1.2133383333333334
24,2021.02.01,06:00:00,1.21297,1.21331,1.21293,1.21324,584,0,0,EURUSD,2021-02-01 06:00:00,0,6,0,5,2,2021,1,-6.235002801429456e-05,1.213431429861086,1.2121175701389142,51.827863934182595,10.904602717230256,1.2128536666666667,1.2133321666666668
25,2021.02.01,06:15:00,1.21326,1.21329,1.21303,1.21308,208,0,0,EURUSD,2021-02-01 06:15:00,15,6,0,5,2,2021,1,-4.651526426581699e-05,1.2134637977051286,1.2121312022948718,50.94847144770937,11.171691333045159,1.2128406666666665,1.2133193333333334
26,2021.02.01,06:30:00,1.21308,1.21316,1.21292,1.21303,225,0,0,EURUSD,2021-02-01 06:30:00,30,6,0,5,2,2021,1,-3.272609711279158e-05,1.213472584598677,1.2121884154013234,50.67053327735003,11.301324022065328,1.2128363333333334,1.2132921666666665
27,2021.02.01,06:45:00,1.21294,1.21312,1.21274,1.21278,319,0,0,EURUSD,2021-02-01 06:45:00,45,6,0,5,2,2021,1,-2.4855935797056153e-05,1.213442457698267,1.212269542301733,49.28000121713353,11.227037486787275,1.2128163333333335,1.213261666666667
28,2021.02.01,07:00:00,1.21278,1.21295,1.21277,1.21286,315,0,0,EURUSD,2021-02-01 07:00:00,0,7,0,5,2,2021,1,-1.977525454909338e-05,1.2133828114834004,1.2123971885165996,49.73661654515482,11.155227169351821,1.212808,1.2132183333333333
29,2021.02.01,07:15:00,1.21285,1.2129,1.21262,1.2127,226,0,0,EURUSD,2021-02-01 07:15:00,15,7,0,5,2,2021,1,-1.921693782031285e-05,1.213383650811546,1.212386349188454,48.82715174401698,10.919755073333617,1.2127803333333333,1.2131818333333333
30,2021.02.01,07:30:00,1.21268,1.21287,1.21259,1.21267,341,0,0,EURUSD,2021-02-01 07:30:00,30,7,0,5,2,2021,1,-2.195725263503209e-05,1.2133382630938483,1.2124667369061517,48.6545846619232,10.658788890755352,1.2127716666666666,1.2131591666666666
31,2021.02.01,07:45:00,1.21267,1.21324,1.21267,1.21301,467,0,0,EURUSD,2021-02-01 07:45:00,45,7,0,5,2,2021,1,-2.1146887520632938e-05,1.213341931498712,1.2124670685012882,50.69748218770489,10.755618499847488,1.212781,1.2131313333333331
32,2021.02.01,08:00:00,1.21301,1.21327,1.21283,1.21322,239,0,0,EURUSD,2021-02-01 08:00:00,0,8,0,5,2,2021,1,-1.4754880308481739e-05,1.2133810883417584,1.2124629116582417,51.91977439386224,10.874767071190771,1.212795,1.2131075
33,2021.02.01,08:15:00,1.21321,1.21323,1.21302,1.21307,366,0,0,EURUSD,2021-02-01 08:15:00,15,8,0,5,2,2021,1,-7.559020580480901e-06,1.2132787772587488,1.212522222741251,50.985767406084285,10.989944023489278,1.2128066666666666,1.2130815000000001
34,2021.02.01,08:30:00,1.21308,1.21308,1.2128,1.21293,295,0,0,EURUSD,2021-02-01 08:30:00,30,8,0,5,2,2021,1,-2.4529302229918116e-06,1.2132805067617587,1.2125234932382412,50.11530949053321,10.837201774865347,1.2128280000000002,1.2130805
35,2021.02.01,08:45:00,1.21292,1.21297,1.2128,1.21292,187,0,0,EURUSD,2021-02-01 08:45:00,45,8,0,5,2,2021,1,9.217100492208372e-07,1.2132807018482556,1.2125432981517443,50.052167694558094,10.689550934528881,1.212838,1.2130473333333331
36,2021.02.01,09:00:00,1.21292,1.21307,1.21218,1.21221,599,0,0,EURUSD,2021-02-01 09:00:00,0,9,0,5,2,2021,1,-8.295529358910055e-06,1.2133630084326712,1.2123939915673287,45.812676079904286,10.744004319740327,1.2128326666666667,1.2130265
37,2021.02.01,09:15:00,1.21221,1.2127,1.21218,1.2125,812,0,0,EURUSD,2021-02-01 09:15:00,15,9,0,5,2,2021,1,-2.02762442686361e-05,1.2133766610785244,1.2123553389214756,47.68499600256522,10.796642592111391,1.212840333333333,1.213001166666667
38,2021.02.01,09:30:00,1.21249,1.21289,1.21236,1.21272,794,0,0,EURUSD,2021-02-01 09:30:00,30,9,0,5,2,2021,1,-2.9804818040482448e-05,1.213376718246484,1.2123512817535163,49.06613357405922,10.647685811821825,1.2128583333333334,1.2129721666666666
39,2021.02.01,09:45:00,1.21271,1.21292,1.21238,1.21285,663,0,0,EURUSD,2021-02-01 09:45:00,45,9,0,5,2,2021,1,-3.515492838736418e-05,1.2133786633781753,1.2123633366218247,49.87505898772927,10.472824146183347,1.2128599999999998,1.2129611666666666
40,2021.02.01,10:00:00,1.21285,1.21303,1.21179,1.21296,1502,0,0,EURUSD,2021-02-01 10:00:00,0,10,0,5,2,2021,1,-3.577048623683151e-05,1.2133822195030024,1.2123947804969977,50.56233685499374,10.760825384147179,1.2128813333333333,1.2129428333333334
41,2021.02.01,10:15:00,1.21296,1.21308,1.2113,1.2113,1273,0,0,EURUSD,2021-02-01 10:15:00,15,10,0,5,2,2021,1,-5.978905205538004e-05,1.2136733766265932,1.2119436233734067,41.64762375637466,11.317081183320047,1.2128256666666668,1.2129040000000002
42,2021.02.01,10:30:00,1.2113,1.21165,1.21083,1.21086,1305,0,0,EURUSD,2021-02-01 10:30:00,30,10,0,5,2,2021,1,-0.00010410074864458793,1.2139054263017188,1.2114825736982815,39.727035635217526,12.077748958307549,1.2127586666666665,1.2128641666666666
43,2021.02.01,10:45:00,1.21086,1.21098,1.20883,1.2089,1355,0,0,EURUSD,2021-02-01 10:45:00,45,10,0,5,2,2021,1,-0.00018984228270784272,1.2145659654519887,1.2104150345480111,32.76441039867743,13.408485882638601,1.212605333333333,1.212792
44,2021.02.01,11:00:00,1.2089,1.20958,1.20837,1.20926,1630,0,0,EURUSD,2021-02-01 11:00:00,0,11,0,5,2,2021,1,-0.00029088024466673894,1.2147854191309828,1.2097975808690173,34.93126084406761,14.789779004067139,1.212484,1.2127305
45,2021.02.01,11:15:00,1.20925,1.21017,1.20918,1.21011,1017,0,0,EURUSD,2021-02-01 11:15:00,15,11,0,5,2,2021,1,-0.0003819849058884665,1.2147883303445672,1.2094976696554327,39.6795177315107,15.757414634828384,1.212397,1.2126786666666665
46,2021.02.01,11:30:00,1.21011,1.21042,1.2098,1.20991,945,0,0,EURUSD,2021-02-01 11:30:00,30,11,0,5,2,2021,1,-0.00046440797208639176,1.2147761602207756,1.2091978397792242,38.98702340291759,16.550066631233616,1.212298,1.2126211666666669
47,2021.02.01,11:45:00,1.20989,1.21004,1.20915,1.2094,800,0,0,EURUSD,2021-02-01 11:45:00,45,11,0,5,2,2021,1,-0.0005441471018143251,1.214807269229534,1.2088287307704662,37.271146888495124,17.460992475744266,1.2121863333333336,1.2125614999999998
