,Date,Time,Open,High,Low,Close,Vol,<VOL2>,<SPREAD>,symbol,time,minute,hour,weekday,week,month,year,day,macd,boll_ub,boll_lb,rsi_30,dx_30,close_30_sma,close_60_sma
0,2021.09.06,00:00:00,1.18768,1.18804,1.18765,1.18765,64,0,22,EURUSD,2021-09-06 00:00:00,0,0,0,36,9,2021,6,-2.992967558450041e-05,1.1901889526331455,1.1871280473668546,46.70545615688492,11.604477126474421,1.1885706666666667,1.1881166666666665
1,2021.09.06,00:15:00,1.18777,1.18797,1.18766,1.18787,80,0,34,EURUSD,2021-09-06 00:15:00,15,0,0,36,9,2021,6,-6.945537067609493e-05,1.1901921421747959,1.1870508578252041,48.15169251787614,11.37549153217326,1.1885389999999998,1.1881223333333333
2,2021.09.06,00:30:00,1.18787,1.18801,1.1876,1.18789,69,0,36,EURUSD,2021-09-06 00:30:00,30,0,0,36,9,2021,6,-0.00010061608223192858,1.190189894950452,1.1869811050495482,48.28367453408027,11.114425552737021,1.1885216666666667,1.1881248333333332
3,2021.09.06,00:45:00,1.18788,1.188,1.18772,1.18786,104,0,36,EURUSD,2021-09-06 00:45:00,45,0,0,36,9,2021,6,-0.00012514959624850924,1.190158201861592,1.1869047981384082,48.09370544965509,10.862061772615323,1.1885093333333332,1.188126833333333
4,2021.09.06,01:00:00,1.18795,1.18831,1.18791,1.18805,202,0,7,EURUSD,2021-09-06 01:00:00,0,1,0,36,9,2021,6,-0.000140926643616864,1.190034214343077,1.186884785656923,49.398088484780814,10.818005069325464,1.1884826666666666,1.1881318333333333
5,2021.09.06,01:15:00,1.18806,1.18814,1.18794,1.18795,124,0,6,EURUSD,2021-09-06 01:15:00,15,1,0,36,9,2021,6,-0.00015166248970568103,1.1898596188147308,1.186889381185269,48.731338353799984,10.775416922811933,1.1884763333333332,1.1881336666666666
6,2021.09.06,01:30:00,1.18795,1.18816,1.18793,1.18805,104,0,8,EURUSD,2021-09-06 01:30:00,30,1,0,36,9,2021,6,-0.000156734706617072,1.189641779113123,1.1869412208868766,49.43734067704511,10.749965679167758,1.1884546666666667,1.188144
7,2021.09.06,01:45:00,1.1881,1.18816,1.18789,1.1879,116,0,7,EURUSD,2021-09-06 01:45:00,45,1,0,36,9,2021,6,-0.00016002710878345274,1.189433857618537,1.1869851423814628,48.403052835146816,10.68445874473503,1.1884513333333333,1.1881510000000002
8,2021.09.06,02:00:00,1.1879,1.18826,1.18788,1.18826,126,0,0,EURUSD,2021-09-06 02:00:00,0,2,0,36,9,2021,6,-0.00015592304049173855,1.1892149898629047,1.1870810101370957,50.95078002560263,10.706706413264303,1.18846,1.1881558333333333
9,2021.09.06,02:15:00,1.18826,1.18852,1.18826,1.18846,108,0,0,EURUSD,2021-09-06 02:15:00,15,2,0,36,9,2021,6,-0.00014385188651166,1.1890398860514069,1.187172113948593,52.304282498877534,10.944061975398803,1.188464,1.1881651666666666
